DATE,CPIAUCSL,CSUSHPISA,DAXRNSA,GDP,HOUST,LXXRNSA,MIXRNSA,MORTGAGE30US,NYXRSA,PERMIT,POPTHM,SFXRNSA,UNRATE
11/1/2020,260.895,233.214,207.21477,22024.502,1553,315.3717784,266.5753992,2.765,220.6250718,1714,332079,289.893002,6.7
12/1/2020,262.005,236.523,209.07642,22024.502,1635,317.9524998,269.9472762,2.684,224.3244817,1744,332062,290.7126313,6.7
1/1/2021,262.518,239.694,210.81409,22600.185,1639,321.1944541,273.4244068,2.735,227.7038492,1883,332007,292.3682367,6.4
2/1/2021,263.583,242.446,214.3741,22600.185,1407,325.5791613,276.2889272,2.81,230.280845,1715,331983,298.406599,6.2
3/1/2021,264.91,245.556,220.39817,22600.185,1668,333.2368656,281.5242918,3.0825,232.3880347,1732,332023,308.0997304,6.1
4/1/2021,266.752,249.124,226.77797,23292.362,1492,339.4265071,288.1840313,3.06,234.8319129,1738,332089,317.7925491,6.1
5/1/2021,268.452,253.365,233.07644,23292.362,1607,346.6822097,294.9262201,2.9625,237.538926,1681,332161,326.0812469,5.8
6/1/2021,270.664,258.222,240.14109,23292.362,1638,353.3310921,303.9514941,2.975,240.2116875,1657,332249,334.7333914,5.9
7/1/2021,271.994,262.626,245.82838,23828.973,1600,358.3784169,310.925003,2.868,242.4036799,1652,332375,338.527177,5.4
8/1/2021,272.789,266.599,250.22249,23828.973,1595,361.5116026,318.0571202,2.8425,244.5654663,1770,332506,339.9770081,5.1
9/1/2021,273.887,270.181,253.25505,23828.973,1563,365.6017867,324.8687319,2.9,246.5997039,1625,332610,340.4237432,4.7
10/1/2021,276.434,273.559,256.09389,24654.603,1587,370.7758249,331.0631567,3.0675,248.7050895,1719,332708,340.4634741,4.5
11/1/2021,278.799,277.271,259.12847,24654.603,1704,375.3818915,337.5942243,3.0675,251.254637,1766,332806,342.469491,4.1
12/1/2021,280.808,281.45,263.43561,24654.603,1757,378.7665879,343.8958046,3.098,254.564509,1913,332891,345.3822986,3.9
1/1/2022,282.39,286.213,268.38278,25029.116,1712,384.8924555,350.3482268,3.445,257.5221637,1915,332933,353.5532665,4
2/1/2022,284.535,291.287,276.18609,25029.116,1742,397.3129582,358.4719363,3.7625,261.6191438,1860,332972,366.5083384,3.8
3/1/2022,287.553,296.546,288.05593,25029.116,1678,410.6037519,371.4962199,4.172,265.2471832,1879,333067,382.0432937,3.6
4/1/2022,288.764,300.574,297.18258,25544.273,1828,418.8266962,383.9445761,4.9825,269.4242223,1835,333191,390.2259169,3.7
5/1/2022,291.359,303.578,304.72834,25544.273,1540,423.1038773,394.9349061,5.23,272.546298,1712,333317,393.8302933,3.6
6/1/2022,294.996,304.39,307.81485,25544.273,1542,421.2491398,404.1475957,5.522,276.0123863,1745,333451,388.5412976,3.6
7/1/2022,294.977,303.525,306.51642,25994.639,1392,414.333486,409.4029114,5.4125,276.0785115,1719,333599,374.7919216,3.5
8/1/2022,295.209,301.054,300.66201,25994.639,1520,404.86804,408.7953832,5.2225,275.8582834,1542,333762,358.7273013,3.6
9/1/2022,296.341,299.033,294.4683,25994.639,1470,397.8796778,404.6579737,6.112,274.4603159,1613,333925,348.1487211,3.5
10/1/2022,297.863,298.647,290.71821,26408.405,1440,395.6249397,400.4611766,6.9,273.8138084,1560,334071,342.3737101,3.6
11/1/2022,298.648,298.366,287.51734,26408.405,1420,392.2306734,399.5850611,6.805,273.8282358,1402,334206,336.8846527,3.6
12/1/2022,298.812,297.576,284.37744,26408.405,1340,388.9255522,398.360871,6.364,273.6288347,1400,334326,330.7132624,3.5
1/1/2023,300.356,297.544,281.71606,26813.601,1361,388.5450803,398.9994256,6.2725,273.7823954,1443,334433,326.1519695,3.4
2/1/2023,301.509,297.966,281.69311,26813.601,1404,392.1036661,397.4874897,6.2575,273.8339696,1620,334544,329.4356658,3.6
3/1/2023,301.744,299.072,284.71408,26813.601,1342,398.6044855,400.3465914,6.544,276.1189893,1493,334664,338.9017362,3.5
4/1/2023,303.032,300.474,288.65743,27063.012,1368,405.2887926,403.74893,6.3425,278.4579273,1470,334792,346.6195388,3.4
5/1/2023,303.365,302.505,293.17214,27063.012,1583,409.8660927,408.5798933,6.425,281.7504966,1532,334929,350.3535947,3.7
6/1/2023,304.003,304.461,295.23402,27063.012,1415,413.0567736,414.0740974,6.714,285.1988171,1493,335080,350.8184613,3.6
7/1/2023,304.628,306.781,296.12007,27610.128,1473,415.5771923,417.0351934,6.84,287.4747509,1501,335248,351.3224332,3.5
8/1/2023,306.187,309.165,295.61906,27610.128,1305,417.6030497,422.1353283,7.072,290.1890678,1578,335431,349.6669934,3.8
9/1/2023,307.288,311.225,295.22744,27610.128,1363,418.3675123,424.7103693,7.2,292.7881869,1515,335612,350.0180121,3.8
10/1/2023,307.531,313.069,294.26545,27956.998,1365,420.2167298,427.1024228,7.62,294.5374863,1534,335773,348.2066202,3.8
11/1/2023,308.024,313.94,292.39395,27956.998,1510,420.8034143,428.1682818,7.442,295.6219518,1508,335925,344.4041966,3.7
12/1/2023,308.742,314.611,290.47607,27956.998,1568,421.3885623,429.3149558,6.815,296.3861333,1530,336070,341.5315063,3.7
